Date,SSE Composite Index,Shanghai SE A Share (SSEA),CSI 300 Index,SSE 50 index,SZSE Component Index,M2:year-on-year,Small and medium-sized board composite index,Growth Enterprise Index,small mid cap index ,CSI 100,CSI 500,Finance (Style. Citic),Cycle (Style. Citic),Consumption (Style. Citic),Growth (Style. Citic),Stability (style. Citic)
2011-06-03,2728.02 ,2856.90 ,2986.35 ,1974.95 ,11642.40 ,,6291.88 ,847.55 ,5651.45 ,2764.90 ,4506.20 ,3454.96 ,3223.89 ,4468.72 ,3055.87 ,1757.19 
2011-06-07,2744.30 ,2874.17 ,3004.26 ,1984.45 ,11741.26 ,,6349.46 ,847.71 ,5711.27 ,2777.57 ,4547.30 ,3468.04 ,3255.87 ,4502.53 ,3090.42 ,1764.79 
2011-06-08,2750.29 ,2880.73 ,3008.65 ,1980.67 ,11761.10 ,,6374.31 ,844.98 ,5716.16 ,2776.87 ,4562.97 ,3468.37 ,3271.00 ,4520.91 ,3099.69 ,1770.85 
2011-06-09,2703.35 ,2832.45 ,2951.89 ,1947.88 ,11513.20 ,,6249.70 ,828.02 ,5604.78 ,2725.94 ,4456.73 ,3408.23 ,3201.08 ,4432.31 ,3039.49 ,1736.20 
2011-06-10,2705.14 ,2834.71 ,2961.93 ,1951.03 ,11593.38 ,,6246.15 ,824.03 ,5604.16 ,2734.79 ,4469.05 ,3431.26 ,3207.94 ,4442.10 ,3040.72 ,1740.91 
2011-06-13,2700.38 ,2829.99 ,2950.35 ,1945.72 ,11521.98 ,,6230.34 ,829.36 ,5588.08 ,2723.77 ,4468.79 ,3418.13 ,3213.78 ,4410.96 ,3043.44 ,1734.22 
2011-06-14,2730.04 ,2860.81 ,2993.56 ,1970.10 ,11732.04 ,,6320.25 ,838.47 ,5658.38 ,2764.29 ,4540.94 ,3470.06 ,3264.57 ,4459.78 ,3080.64 ,1757.59 
2011-06-15,2705.43 ,2834.89 ,2963.12 ,1952.08 ,11615.97 ,,6264.41 ,827.53 ,5597.47 ,2736.58 ,4499.69 ,3430.88 ,3236.97 ,4420.75 ,3050.65 ,1747.88 
2011-06-16,2664.28 ,2791.81 ,2917.58 ,1927.05 ,11435.99 ,,6136.65 ,810.71 ,5486.55 ,2700.23 ,4402.14 ,3389.40 ,3173.01 ,4338.07 ,2984.91 ,1713.08 
2011-06-17,2642.82 ,2769.23 ,2892.16 ,1912.38 ,11409.16 ,,6066.05 ,802.64 ,5439.38 ,2689.49 ,4337.37 ,3371.28 ,3129.22 ,4292.67 ,2931.04 ,1700.52 
2011-06-20,2621.25 ,2746.48 ,2874.90 ,1904.80 ,11328.67 ,,5985.51 ,791.76 ,5357.13 ,2676.61 ,4278.75 ,3375.36 ,3099.61 ,4234.87 ,2882.77 ,1687.58 
2011-06-21,2646.48 ,2772.75 ,2909.07 ,1923.82 ,11509.98 ,,6071.12 ,795.61 ,5423.39 ,2708.65 ,4338.42 ,3411.09 ,3149.45 ,4285.99 ,2905.60 ,1702.25 
2011-06-22,2649.32 ,2775.50 ,2908.58 ,1923.56 ,11543.65 ,,6078.37 ,791.51 ,5431.76 ,2710.99 ,4321.22 ,3407.65 ,3143.34 ,4299.45 ,2901.20 ,1695.66 
2011-06-23,2688.25 ,2816.15 ,2957.63 ,1950.87 ,11775.32 ,,6202.64 ,814.44 ,5544.87 ,2753.07 ,4402.94 ,3459.94 ,3204.40 ,4371.52 ,2962.66 ,1721.52 
2011-06-24,2746.21 ,2877.05 ,3027.47 ,1997.30 ,11996.08 ,,6355.93 ,832.32 ,5678.89 ,2814.05 ,4509.18 ,3569.20 ,3277.89 ,4459.94 ,3041.71 ,1758.95 
2011-06-27,2758.23 ,2889.59 ,3036.49 ,1994.58 ,12026.29 ,,6453.95 ,843.86 ,5750.86 ,2816.38 ,4568.19 ,3564.88 ,3313.09 ,4494.21 ,3090.96 ,1763.21 
2011-06-28,2759.20 ,2890.51 ,3041.73 ,1993.72 ,12047.09 ,,6482.46 ,844.18 ,5772.46 ,2814.96 ,4574.48 ,3559.22 ,3319.56 ,4512.14 ,3102.95 ,1768.92 
2011-06-29,2728.48 ,2858.35 ,3000.17 ,1960.77 ,11913.20 ,,6421.89 ,836.38 ,5720.08 ,2775.31 ,4511.55 ,3503.28 ,3277.67 ,4467.86 ,3065.69 ,1751.84 
2011-06-30,2762.08 ,2893.53 ,3044.09 ,1989.43 ,12110.93 ,,6518.81 ,845.92 ,5816.12 ,2816.54 ,4579.33 ,3556.33 ,3330.01 ,4521.43 ,3112.44 ,1773.31 
2011-07-01,2759.36 ,2890.61 ,3049.75 ,1986.03 ,12178.08 ,,6547.79 ,855.27 ,5838.92 ,2816.21 ,4604.75 ,3555.83 ,3349.70 ,4545.78 ,3122.34 ,1773.24 
2011-07-04,2812.82 ,2946.49 ,3121.98 ,2033.86 ,12441.17 ,,6698.49 ,876.17 ,5967.87 ,2878.79 ,4719.39 ,3640.47 ,3436.23 ,4635.75 ,3200.35 ,1807.01 
2011-07-05,2816.36 ,2950.15 ,3122.50 ,2029.62 ,12440.37 ,,6743.55 ,883.42 ,5993.28 ,2875.21 ,4749.42 ,3635.34 ,3455.65 ,4653.32 ,3220.78 ,1810.59 
2011-07-06,2810.48 ,2943.88 ,3113.71 ,2017.17 ,12425.68 ,,6793.11 ,894.28 ,6032.57 ,2861.06 ,4760.92 ,3608.56 ,3456.61 ,4664.86 ,3243.51 ,1816.14 
2011-07-07,2794.27 ,2926.76 ,3101.68 ,2006.14 ,12392.93 ,,6808.96 ,899.80 ,6056.59 ,2847.41 ,4761.45 ,3597.52 ,3444.75 ,4685.58 ,3244.50 ,1803.93 
2011-07-08,2797.77 ,2930.40 ,3109.18 ,2014.73 ,12404.34 ,,6792.27 ,894.91 ,6039.10 ,2856.75 ,4756.61 ,3621.73 ,3447.92 ,4681.32 ,3236.33 ,1803.07 
2011-07-11,2802.69 ,2935.48 ,3113.21 ,2010.69 ,12438.56 ,,6855.48 ,903.31 ,6095.03 ,2854.35 ,4799.42 ,3603.84 ,3465.30 ,4733.99 ,3264.22 ,1814.19 
2011-07-12,2754.58 ,2885.30 ,3056.91 ,1968.08 ,12268.19 ,,6760.58 ,891.52 ,6026.19 ,2800.66 ,4731.12 ,3525.83 ,3402.54 ,4682.30 ,3210.14 ,1790.24 
2011-07-13,2795.48 ,2928.01 ,3106.25 ,1998.41 ,12479.15 ,,6886.54 ,913.09 ,6121.50 ,2844.36 ,4825.42 ,3581.91 ,3466.99 ,4767.06 ,3274.60 ,1810.95 
2011-07-14,2810.44 ,2943.65 ,3115.75 ,2005.75 ,12440.83 ,,6931.01 ,932.78 ,6138.66 ,2849.06 ,4866.17 ,3584.06 ,3499.85 ,4789.41 ,3304.51 ,1813.41 
2011-07-15,2820.17 ,2953.83 ,3128.89 ,2012.03 ,12506.94 ,,6981.32 ,951.14 ,6177.97 ,2857.74 ,4896.04 ,3585.97 ,3519.31 ,4841.75 ,3342.52 ,1818.54 
2011-07-18,2816.69 ,2950.23 ,3122.60 ,2002.83 ,12490.55 ,,6997.02 ,946.12 ,6197.90 ,2849.47 ,4895.26 ,3574.55 ,3512.55 ,4870.64 ,3344.35 ,1812.83 
2011-07-19,2796.98 ,2929.58 ,3095.13 ,1988.30 ,12381.46 ,,6906.35 ,927.30 ,6129.08 ,2823.62 ,4843.71 ,3544.78 ,3483.29 ,4816.55 ,3303.32 ,1799.24 
2011-07-20,2794.21 ,2926.56 ,3091.57 ,1983.67 ,12393.99 ,,6918.82 ,930.83 ,6122.27 ,2821.57 ,4849.06 ,3546.47 ,3472.05 ,4835.48 ,3306.43 ,1793.75 
2011-07-21,2765.89 ,2896.90 ,3059.14 ,1961.30 ,12301.41 ,,6835.88 ,915.37 ,6055.64 ,2792.06 ,4784.39 ,3508.26 ,3419.39 ,4813.72 ,3257.76 ,1775.02 
2011-07-22,2770.79 ,2901.97 ,3067.99 ,1964.83 ,12352.50 ,,6865.46 ,924.00 ,6082.83 ,2798.97 ,4800.94 ,3513.88 ,3429.69 ,4839.15 ,3273.59 ,1779.08 
2011-07-25,2688.75 ,2816.07 ,2968.29 ,1909.81 ,11966.24 ,,6595.59 ,887.06 ,5855.55 ,2716.63 ,4613.73 ,3396.55 ,3303.89 ,4686.60 ,3147.24 ,1711.20 
2011-07-26,2703.03 ,2831.00 ,2977.77 ,1914.15 ,12008.53 ,,6623.78 ,892.54 ,5873.06 ,2724.87 ,4633.37 ,3406.36 ,3325.87 ,4698.80 ,3163.42 ,1712.68 
2011-07-27,2723.49 ,2852.32 ,3000.05 ,1918.79 ,12116.86 ,,6745.04 ,915.55 ,5965.62 ,2736.01 ,4710.38 ,3405.93 ,3377.08 ,4770.77 ,3217.40 ,1725.10 
2011-07-28,2708.78 ,2836.85 ,2981.00 ,1900.22 ,12085.92 ,,6738.25 ,919.40 ,5948.31 ,2714.83 ,4680.90 ,3362.82 ,3368.79 ,4762.08 ,3208.70 ,1710.55 
2011-07-29,2701.73 ,2829.47 ,2972.08 ,1908.21 ,11990.43 ,,6672.61 ,913.28 ,5878.68 ,2717.02 ,4628.32 ,3414.35 ,3323.44 ,4716.51 ,3169.46 ,1702.50 
2011-08-01,2703.78 ,2831.60 ,2977.72 ,1909.95 ,12002.42 ,,6690.30 ,927.38 ,5880.73 ,2717.10 ,4644.46 ,3413.94 ,3340.38 ,4717.09 ,3189.08 ,1712.73 
2011-08-02,2679.26 ,2805.82 ,2956.38 ,1894.32 ,11932.04 ,,6662.49 ,932.12 ,5852.12 ,2695.73 ,4610.78 ,3387.92 ,3322.01 ,4685.38 ,3166.33 ,1700.44 
2011-08-03,2678.49 ,2805.00 ,2954.87 ,1893.00 ,11922.37 ,,6704.35 ,945.51 ,5888.84 ,2693.70 ,4625.17 ,3387.81 ,3323.27 ,4698.78 ,3175.57 ,1698.60 
2011-08-04,2684.04 ,2810.75 ,2960.31 ,1895.43 ,11934.41 ,,6732.75 ,937.48 ,5920.94 ,2698.15 ,4649.43 ,3387.98 ,3335.10 ,4720.65 ,3183.89 ,1703.17 
2011-08-05,2626.42 ,2750.53 ,2897.42 ,1850.14 ,11701.76 ,,6613.35 ,919.19 ,5837.37 ,2636.90 ,4559.02 ,3306.19 ,3257.75 ,4652.19 ,3120.25 ,1665.23 
2011-08-08,2526.82 ,2646.54 ,2793.90 ,1794.43 ,11312.63 ,,6321.52 ,877.44 ,5628.94 ,2551.31 ,4330.77 ,3198.89 ,3102.35 ,4488.70 ,2972.14 ,1589.64 
2011-08-09,2526.07 ,2645.75 ,2798.19 ,1801.82 ,11315.08 ,,6320.66 ,878.76 ,5634.22 ,2557.63 ,4317.11 ,3219.32 ,3087.34 ,4491.07 ,2971.35 ,1581.12 
2011-08-10,2549.18 ,2669.92 ,2824.12 ,1814.67 ,11449.58 ,,6418.45 ,891.75 ,5714.77 ,2578.59 ,4378.70 ,3243.50 ,3119.35 ,4561.57 ,3013.50 ,1595.73 
2011-08-11,2581.51 ,2703.89 ,2866.92 ,1840.29 ,11627.49 ,,6528.13 ,915.49 ,5810.72 ,2614.92 ,4454.39 ,3304.42 ,3156.83 ,4676.17 ,3060.48 ,1610.25 
2011-08-12,2593.17 ,2715.98 ,2875.37 ,1838.16 ,11651.29 ,,6596.95 ,926.30 ,5858.94 ,2616.39 ,4505.89 ,3300.72 ,3182.66 ,4711.63 ,3098.78 ,1628.57 
2011-08-15,2626.77 ,2751.24 ,2917.88 ,1872.39 ,11767.74 ,,6688.47 ,942.49 ,5920.43 ,2658.57 ,4571.72 ,3374.89 ,3231.64 ,4746.23 ,3143.74 ,1646.29 
2011-08-16,2608.17 ,2731.68 ,2897.58 ,1862.89 ,11665.41 ,,6644.52 ,933.14 ,5875.99 ,2643.11 ,4533.32 ,3352.08 ,3214.74 ,4697.92 ,3120.63 ,1629.12 
2011-08-17,2601.26 ,2724.50 ,2886.01 ,1858.30 ,11598.28 ,,6619.42 ,936.16 ,5838.81 ,2634.76 ,4513.49 ,3353.22 ,3197.29 ,4684.79 ,3112.76 ,1623.26 
2011-08-18,2559.47 ,2680.65 ,2834.25 ,1824.86 ,11414.16 ,,6495.23 ,915.68 ,5720.18 ,2587.36 ,4436.10 ,3293.23 ,3135.39 ,4609.43 ,3065.88 ,1596.40 
2011-08-19,2534.36 ,2654.35 ,2807.66 ,1806.28 ,11301.53 ,,6450.68 ,912.42 ,5689.69 ,2562.48 ,4395.02 ,3265.16 ,3097.49 ,4594.06 ,3038.41 ,1579.68 
2011-08-22,2515.86 ,2635.12 ,2777.79 ,1790.14 ,11112.64 ,,6394.90 ,910.61 ,5617.22 ,2535.43 ,4363.96 ,3246.68 ,3075.22 ,4527.74 ,3017.07 ,1574.21 
2011-08-23,2554.02 ,2675.18 ,2821.00 ,1821.19 ,11243.42 ,,6496.02 ,936.42 ,5687.86 ,2575.51 ,4434.92 ,3311.21 ,3123.32 ,4582.35 ,3069.32 ,1602.11 
2011-08-24,2541.09 ,2661.62 ,2810.02 ,1806.79 ,11238.95 ,,6510.91 ,940.20 ,5696.19 ,2561.98 ,4427.98 ,3285.21 ,3108.60 ,4590.69 ,3082.78 ,1600.33 
2011-08-25,2615.26 ,2739.38 ,2903.84 ,1878.48 ,11598.93 ,,6623.32 ,942.94 ,5800.12 ,2656.34 ,4520.17 ,3424.87 ,3191.66 ,4669.59 ,3134.69 ,1641.76 
2011-08-26,2612.19 ,2736.15 ,2901.22 ,1876.33 ,11568.17 ,,6641.82 ,952.81 ,5803.50 ,2652.39 ,4530.42 ,3416.09 ,3196.75 ,4677.98 ,3148.56 ,1645.82 
2011-08-29,2576.41 ,2698.66 ,2852.81 ,1836.88 ,11372.38 ,,6596.86 ,954.03 ,5759.71 ,2600.42 ,4490.16 ,3331.52 ,3155.83 ,4664.46 ,3129.86 ,1626.57 
2011-08-30,2566.60 ,2688.33 ,2841.74 ,1835.07 ,11344.45 ,,6534.15 ,934.19 ,5710.71 ,2595.81 ,4451.73 ,3323.76 ,3136.96 ,4631.47 ,3087.29 ,1617.11 
2011-08-31,2567.34 ,2689.08 ,2846.78 ,1841.54 ,11397.48 ,,6489.37 ,921.50 ,5675.07 ,2606.62 ,4430.54 ,3333.97 ,3132.22 ,4624.82 ,3065.21 ,1612.05 
2011-09-01,2556.04 ,2677.20 ,2834.54 ,1840.37 ,11352.86 ,,6452.46 ,917.75 ,5640.47 ,2601.11 ,4395.07 ,3337.09 ,3110.86 ,4583.61 ,3051.62 ,1604.57 
2011-09-02,2528.28 ,2648.11 ,2803.85 ,1820.68 ,11228.30 ,,6380.10 ,909.85 ,5585.16 ,2573.61 ,4344.98 ,3301.62 ,3073.00 ,4531.97 ,3019.93 ,1589.48 
2011-09-05,2478.74 ,2596.27 ,2743.82 ,1786.47 ,10954.90 ,,6238.21 ,883.87 ,5477.71 ,2523.84 ,4238.07 ,3243.25 ,2995.75 ,4441.51 ,2944.10 ,1559.32 
2011-09-06,2470.52 ,2587.63 ,2723.30 ,1779.52 ,10778.43 ,,6177.81 ,874.74 ,5405.07 ,2506.68 ,4204.91 ,3236.20 ,2974.87 ,4389.74 ,2918.78 ,1550.46 
2011-09-07,2516.09 ,2635.32 ,2779.09 ,1813.86 ,11011.18 ,,6324.13 ,899.61 ,5514.41 ,2555.50 ,4306.36 ,3302.40 ,3045.44 ,4481.22 ,2981.54 ,1581.04 
2011-09-08,2498.94 ,2617.31 ,2756.11 ,1799.78 ,10933.31 ,,6275.03 ,891.93 ,5489.87 ,2535.50 ,4260.16 ,3275.80 ,3013.45 ,4446.53 ,2954.96 ,1569.41 
2011-09-09,2497.75 ,2616.10 ,2751.10 ,1800.93 ,10892.39 ,,6228.80 ,881.58 ,5441.76 ,2534.60 ,4233.75 ,3281.92 ,3001.99 ,4418.72 ,2937.18 ,1566.93 
2011-09-13,2471.31 ,2588.43 ,2720.28 ,1783.18 ,10775.30 ,,6121.61 ,861.92 ,5352.67 ,2510.55 ,4164.29 ,3257.05 ,2952.52 ,4351.42 ,2882.36 ,1555.45 
2011-09-14,2484.83 ,2602.62 ,2733.11 ,1787.12 ,10822.40 ,,6183.17 ,876.95 ,5396.23 ,2517.54 ,4212.13 ,3271.15 ,2985.61 ,4369.18 ,2917.13 ,1571.84 
2011-09-15,2479.06 ,2596.59 ,2729.05 ,1779.68 ,10848.02 ,,6202.26 ,875.86 ,5415.62 ,2511.24 ,4215.50 ,3261.03 ,2985.17 ,4375.08 ,2923.68 ,1573.88 
2011-09-16,2482.34 ,2600.05 ,2733.99 ,1784.93 ,10878.23 ,,6201.87 ,874.88 ,5409.37 ,2518.08 ,4214.82 ,3270.31 ,2988.76 ,4378.27 ,2924.77 ,1571.29 
2011-09-19,2437.80 ,2553.37 ,2679.27 ,1749.71 ,10657.63 ,,6078.90 ,854.71 ,5296.34 ,2470.14 ,4131.89 ,3194.90 ,2926.74 ,4313.40 ,2863.59 ,1544.70 
2011-09-20,2447.76 ,2563.82 ,2689.85 ,1757.64 ,10679.30 ,,6099.06 ,856.81 ,5296.36 ,2478.48 ,4151.85 ,3216.11 ,2943.03 ,4316.08 ,2876.21 ,1547.22 
2011-09-21,2512.96 ,2632.09 ,2771.01 ,1808.37 ,10991.85 ,,6270.64 ,881.03 ,5446.68 ,2550.64 ,4275.09 ,3296.59 ,3041.35 ,4422.84 ,2972.52 ,1588.78 
2011-09-22,2443.06 ,2558.85 ,2685.69 ,1750.61 ,10660.47 ,,6100.93 ,852.92 ,5298.78 ,2472.50 ,4151.80 ,3187.08 ,2950.10 ,4305.53 ,2887.73 ,1547.74 
2011-09-23,2433.16 ,2548.52 ,2669.48 ,1740.32 ,10538.40 ,,6038.75 ,843.48 ,5254.57 ,2457.77 ,4117.74 ,3170.23 ,2926.86 ,4257.51 ,2874.93 ,1542.27 
2011-09-26,2393.18 ,2506.77 ,2610.92 ,1689.93 ,10328.47 ,,5943.56 ,829.35 ,5159.55 ,2395.47 ,4051.43 ,3070.70 ,2882.39 ,4181.11 ,2829.47 ,1521.54 
2011-09-27,2415.05 ,2529.71 ,2637.88 ,1710.99 ,10448.66 ,,5951.49 ,830.88 ,5179.29 ,2424.54 ,4068.23 ,3101.20 ,2906.54 ,4199.64 ,2844.04 ,1528.56 
2011-09-28,2392.06 ,2505.52 ,2610.59 ,1695.84 ,10369.93 ,,5861.20 ,817.52 ,5109.43 ,2402.72 ,3999.78 ,3059.54 ,2867.12 ,4143.88 ,2800.28 ,1508.11 
2011-09-29,2365.34 ,2477.53 ,2588.19 ,1689.54 ,10287.90 ,,5693.71 ,791.89 ,4996.65 ,2392.36 ,3871.06 ,3045.99 ,2799.38 ,4052.76 ,2715.71 ,1482.27 
2011-09-30,2359.22 ,2471.10 ,2581.35 ,1684.50 ,10292.33 ,,5685.36 ,791.13 ,4990.43 ,2388.12 ,3856.83 ,3037.02 ,2788.38 ,4051.05 ,2708.29 ,1478.36 
2011-10-10,2344.79 ,2456.02 ,2557.08 ,1669.35 ,10170.75 ,,5655.52 ,790.04 ,4951.19 ,2362.96 ,3832.58 ,3003.96 ,2772.59 ,4020.12 ,2690.33 ,1468.92 
2011-10-11,2348.52 ,2460.09 ,2551.99 ,1675.42 ,10065.47 ,,5629.39 ,786.15 ,4923.48 ,2363.78 ,3817.93 ,3038.84 ,2749.76 ,3996.35 ,2674.89 ,1470.60 
2011-10-12,2420.00 ,2534.96 ,2644.76 ,1737.36 ,10425.93 ,,5825.33 ,816.14 ,5094.11 ,2451.89 ,3950.66 ,3174.10 ,2841.66 ,4124.84 ,2768.04 ,1516.18 
2011-10-13,2438.79 ,2554.56 ,2662.60 ,1746.94 ,10481.84 ,,5904.36 ,833.02 ,5154.53 ,2465.13 ,4001.85 ,3181.00 ,2873.68 ,4171.64 ,2809.85 ,1531.48 
2011-10-14,2431.38 ,2546.80 ,2653.78 ,1745.21 ,10438.26 ,,5880.45 ,830.20 ,5125.46 ,2460.54 ,3985.19 ,3179.08 ,2859.83 ,4150.22 ,2797.92 ,1527.46 
2011-10-17,2440.40 ,2556.27 ,2666.95 ,1757.06 ,10513.49 ,,5920.47 ,832.29 ,5158.32 ,2476.71 ,3997.12 ,3194.89 ,2863.48 ,4182.01 ,2816.24 ,1529.29 
2011-10-18,2383.49 ,2496.64 ,2592.21 ,1709.28 ,10226.93 ,,5769.80 ,806.60 ,5029.77 ,2411.41 ,3877.02 ,3102.91 ,2766.45 ,4089.56 ,2735.59 ,1491.15 
2011-10-19,2377.51 ,2490.35 ,2583.08 ,1708.95 ,10105.74 ,,5736.97 ,804.44 ,4986.51 ,2405.50 ,3854.17 ,3101.60 ,2752.98 ,4067.92 ,2712.75 ,1488.74 
2011-10-20,2331.37 ,2442.03 ,2520.53 ,1674.03 ,9796.23 ,,5572.35 ,778.95 ,4845.76 ,2352.88 ,3740.47 ,3048.94 ,2667.88 ,3954.76 ,2637.23 ,1455.64 
2011-10-21,2317.28 ,2427.27 ,2507.88 ,1676.10 ,9697.21 ,,5475.13 ,763.30 ,4761.56 ,2350.95 ,3671.70 ,3060.77 ,2622.51 ,3915.79 ,2577.79 ,1445.49 
2011-10-24,2370.33 ,2482.81 ,2576.67 ,1729.03 ,9957.62 ,,5564.24 ,772.41 ,4853.11 ,2422.16 ,3736.77 ,3158.53 ,2677.65 ,3998.44 ,2616.28 ,1475.57 
2011-10-25,2409.67 ,2523.95 ,2625.43 ,1751.68 ,10203.40 ,,5716.20 ,797.86 ,4991.30 ,2458.54 ,3842.98 ,3197.96 ,2748.08 ,4092.73 ,2696.44 ,1500.01 
2011-10-26,2427.48 ,2542.58 ,2651.65 ,1765.63 ,10315.75 ,,5762.84 ,811.13 ,5030.46 ,2481.54 ,3884.39 ,3218.83 ,2774.76 ,4140.57 ,2726.82 ,1511.66 
2011-10-27,2435.61 ,2551.05 ,2657.48 ,1774.51 ,10323.29 ,,5763.06 ,810.92 ,5034.19 ,2491.32 ,3888.99 ,3238.94 ,2771.58 ,4143.54 ,2721.85 ,1524.23 
2011-10-28,2473.41 ,2590.57 ,2709.02 ,1807.06 ,10561.99 ,,5884.89 ,833.42 ,5139.69 ,2536.99 ,3978.80 ,3295.04 ,2836.28 ,4221.01 ,2785.49 ,1547.40 
2011-10-31,2468.25 ,2585.10 ,2695.31 ,1792.05 ,10480.91 ,,5923.82 ,852.80 ,5146.80 ,2516.95 ,3999.36 ,3272.39 ,2834.98 ,4227.34 ,2816.49 ,1550.15 
2011-11-01,2470.02 ,2587.02 ,2697.53 ,1795.39 ,10441.70 ,,5929.35 ,853.36 ,5149.21 ,2518.72 ,3999.83 ,3276.42 ,2832.93 ,4240.46 ,2820.14 ,1554.47 
2011-11-02,2504.11 ,2622.79 ,2742.39 ,1825.45 ,10581.75 ,,6045.32 ,881.05 ,5256.96 ,2559.27 ,4072.78 ,3337.51 ,2867.20 ,4317.29 ,2894.00 ,1580.65 
2011-11-03,2508.09 ,2626.91 ,2744.30 ,1819.04 ,10624.12 ,,6081.69 ,877.66 ,5285.49 ,2556.22 ,4097.62 ,3316.73 ,2890.57 ,4333.04 ,2908.05 ,1576.70 
2011-11-04,2528.29 ,2648.16 ,2763.75 ,1831.76 ,10699.49 ,,6112.68 ,882.25 ,5320.97 ,2572.88 ,4131.13 ,3337.68 ,2915.85 ,4356.56 ,2927.88 ,1589.86 
2011-11-07,2509.80 ,2628.84 ,2736.25 ,1809.80 ,10591.66 ,,6085.62 ,878.76 ,5282.79 ,2544.43 ,4114.77 ,3287.56 ,2904.28 ,4344.09 ,2912.93 ,1579.08 
2011-11-08,2503.84 ,2622.63 ,2727.71 ,1808.61 ,10541.10 ,,6016.93 ,862.36 ,5219.78 ,2539.67 ,4057.56 ,3282.56 ,2885.80 ,4297.68 ,2871.77 ,1577.09 
2011-11-09,2524.92 ,2644.67 ,2751.65 ,1821.76 ,10625.88 ,,6116.79 ,891.12 ,5307.47 ,2558.28 ,4126.00 ,3314.25 ,2918.74 ,4349.97 ,2930.77 ,1582.95 
2011-11-10,2479.54 ,2597.12 ,2699.59 ,1781.91 ,10477.55 ,,6052.37 ,895.27 ,5247.66 ,2507.72 ,4064.37 ,3237.29 ,2869.92 ,4298.48 ,2903.15 ,1557.35 
2011-11-11,2481.08 ,2598.70 ,2695.00 ,1779.51 ,10418.93 ,,6044.74 ,891.19 ,5234.94 ,2500.19 ,4062.14 ,3236.48 ,2863.63 ,4300.58 ,2898.89 ,1556.64 
2011-11-14,2528.71 ,2648.58 ,2750.20 ,1816.06 ,10645.68 ,,6196.71 ,915.98 ,5359.54 ,2550.40 ,4159.57 ,3296.98 ,2934.14 ,4386.72 ,2970.14 ,1590.14 
2011-11-15,2529.76 ,2649.63 ,2744.68 ,1808.18 ,10583.00 ,,6223.03 ,920.97 ,5379.33 ,2540.22 ,4192.67 ,3276.68 ,2945.91 ,4392.23 ,2996.46 ,1602.41 
2011-11-16,2466.96 ,2583.77 ,2670.12 ,1755.42 ,10313.33 ,,6056.32 ,893.51 ,5229.32 ,2470.25 ,4088.32 ,3183.56 ,2865.52 ,4296.79 ,2919.41 ,1561.47 
2011-11-17,2463.05 ,2579.67 ,2662.02 ,1748.45 ,10303.16 ,,6056.36 ,898.34 ,5231.15 ,2462.79 ,4079.54 ,3171.15 ,2861.81 ,4294.92 ,2922.13 ,1558.62 
2011-11-18,2416.56 ,2531.06 ,2606.50 ,1720.76 ,10025.17 ,,5882.47 ,869.19 ,5086.41 ,2417.42 ,3963.26 ,3120.83 ,2783.86 ,4199.62 ,2826.66 ,1526.43 
2011-11-21,2415.13 ,2529.59 ,2609.69 ,1721.39 ,10033.79 ,,5896.07 ,863.13 ,5091.12 ,2419.11 ,3966.64 ,3125.22 ,2784.45 ,4200.00 ,2827.02 ,1530.58 
2011-11-22,2412.63 ,2526.96 ,2609.48 ,1722.23 ,10028.20 ,,5884.88 ,868.43 ,5072.15 ,2419.67 ,3957.93 ,3128.32 ,2769.72 ,4214.71 ,2826.38 ,1535.15 
2011-11-23,2395.07 ,2508.58 ,2584.01 ,1701.07 ,9957.32 ,,5869.46 ,864.81 ,5056.76 ,2393.53 ,3942.70 ,3086.02 ,2746.23 ,4210.66 ,2814.53 ,1528.68 
2011-11-24,2397.55 ,2511.18 ,2588.92 ,1704.69 ,9966.74 ,,5865.17 ,868.14 ,5060.44 ,2398.31 ,3935.27 ,3102.70 ,2736.78 ,4223.03 ,2814.70 ,1523.22 
2011-11-25,2380.22 ,2493.03 ,2569.97 ,1691.67 ,9886.25 ,,5831.45 ,863.50 ,5025.69 ,2381.06 ,3911.36 ,3070.51 ,2715.01 ,4211.18 ,2792.49 ,1515.63 
2011-11-28,2383.03 ,2496.02 ,2573.32 ,1693.67 ,9884.70 ,,5836.41 ,866.84 ,5030.76 ,2382.18 ,3915.30 ,3072.63 ,2716.47 ,4224.16 ,2789.78 ,1516.26 
2011-11-29,2412.39 ,2526.83 ,2608.57 ,1716.10 ,10012.94 ,,5928.43 ,880.31 ,5102.02 ,2413.48 ,3980.62 ,3114.71 ,2765.32 ,4268.49 ,2833.95 ,1534.81 
2011-11-30,2333.41 ,2444.45 ,2521.52 ,1662.75 ,9693.39 ,,5690.81 ,838.11 ,4919.12 ,2339.87 ,3819.94 ,3013.34 ,2647.41 ,4134.16 ,2709.73 ,1488.50 
2011-12-01,2386.86 ,2500.63 ,2583.61 ,1713.05 ,9917.86 ,,5800.10 ,852.87 ,5009.45 ,2402.94 ,3897.02 ,3115.71 ,2706.39 ,4198.95 ,2762.59 ,1508.59 
2011-12-02,2360.66 ,2473.46 ,2557.31 ,1704.46 ,9808.23 ,,5683.54 ,829.18 ,4907.52 ,2386.21 ,3817.04 ,3100.59 ,2654.76 ,4138.95 ,2700.76 ,1480.65 
